pet_sno,user_sno,target_no,name,birth,fat
psrTeZD7Aq8GIrgHtwgOu,uwyqOKScbtv3tb4AlzbpK,1,.,2020-01-01,1
pWjEYbVEyk7W8Q13CRFFk,u4p98suGDFFtjKzlHshKt,5,.,2020-01-01,4
p2X6wxdPrFf9TsCsf5BPO,uHZNPC9DUrEOssnEhaEAN,3,.,2020-01-01,1
pG6epJLR9ClEGwBYfKfsp,unRzeLwviGn01HUe1h09e,4,.,2020-01-01,5
pzgb0t945ixIy4OPsixSZ,ultl2IIxjoe6e5Zrq6YSo,5,.,2020-01-01,4
pFpg8T7Cn8Gjbwt5lgshY,uQ1f5UCXZqLwG5JJzB3VD,6,.,2020-01-01,1
pDoDgu1k4ah60058cKb1h,uWV3u7coDzV7J6zcBeSwI,7,.,2020-01-01,1
p0PV26gxB6JOUUodcT6I7,ukd2ucSk5iDhYEncbq6Sg,6,.,2020-01-01,1
pCwbMMzYYN826pjoJopfK,u1DXKvP2QtytszYMRkU5I,5,.,2020-01-01,2
p7djhMBtsjZNSjo4enzLs,uerQOzEmvF7aPq8Xj4mLc,7,.,2020-01-01,1
p8zuAu2m3kD9Avc6cI6XV,uqSEysr0Bpjsqe7bYH2DA,7,.,2020-01-01,5
pTMYecLVWqojTNH7HIZRI,uLHZg82fB62adLwpMLdnh,1,.,2020-01-01,4
pntBuEFTARBnHP66ouDLS,u3O80KqzufRFuReJVn2yI,2,.,2020-01-01,3
pbeeUc9I7Yj0OuLPUvC8C,u1lEw7qOe2SWjcQvvX1JQ,7,.,2020-01-01,5
psCDWPMPq9o3iUp1XjXsk,uVQcYn2o6m5sMJPAEgl9S,5,.,2020-01-01,4
prw1KQJA3Q4VJoe620o3w,uPsdbDwP2yI3nR9fR3wbb,3,.,2020-01-01,1
pwn8ar7Mv8SMSTYgATaQo,uxx7HDN1HGy47eEO7UoX7,7,.,2020-01-01,3
phxHmoRpZF2aRjzHgWZsp,uyldzV2JNb0zjRoEv6ArT,3,.,2020-01-01,5
pKHxdolzHjSASPX7Xagho,u6k6dkUHvVg7PaKZKrEnr,4,.,2020-01-01,1
plQK8ZvhzY2aQi4yGUx4o,uvNI60F2v6GjN4sd1ckBU,5,.,2020-01-01,3
pVt4K42z7BdclPYJMBlgK,ujTwVD5oeDIGx1Mf6ra3C,1,.,2020-01-01,2
pS3JUw4s1Vdeb9YC13U1U,uxfiuIGWMjxWrMUGyJyOy,5,.,2020-01-01,4
plWBcOG75PdpIVgkHsUXk,u8apTIlgjinrUuhRmlU43,7,.,2020-01-01,2
ppd2aeKM21kJfVVrehlXR,uox5WFaAfg4m4fCR71NM1,1,.,2020-01-01,4
pYMVfTM47DVaFlXqF6XZo,ukopeoo8VvQiFRcf3WNCQ,7,.,2020-01-01,3
p6efIrfQfW112CrBOqjxm,ulRAALdhWnw4bOlrJ0JwG,1,.,2020-01-01,1
p56kZtvD1Rp4g08vkFka7,uREtg8NUWcWGArwvA9L4y,5,.,2020-01-01,1
pYU4EpOMJoYtdZ7rnSz5E,u4MJcVq661BZXrdQeSYCA,6,.,2020-01-01,3
poHfnFTnEoqluXsTGJbJf,uc0zNZjX5eCj9ymkjGdPI,1,.,2020-01-01,4
pkIRj7lfaUumrEoe89x3H,ujMmY1YL5ibQit7cYW8ID,3,.,2020-01-01,1
pTJ9WWRjuL3XGXpPn5NIR,uQP0rVHehZ2mI4kemKfvy,4,.,2020-01-01,1
pBbtyqjoPAqPYkKmCfJHn,udiMB1ZGAIMkzgqmlY1Wh,6,.,2020-01-01,3
puY9MesYVjxldAj2OFJAF,uQOuPkcBumcXA6RtWARZR,1,.,2020-01-01,4
ph8YEiNBTgtjiM0oXbecA,ugXv5h3R11pDWNYeluCW0,5,.,2020-01-01,2
p3dzBrMgIQi61ogFIOQQ4,uUtM0xtMpIvutqWYP4NbN,5,.,2020-01-01,4
pzS3SAD2eavZTTtaZUuFc,uqJoxST9hrauJlWKdW8R2,2,.,2020-01-01,3
p3RGY9zIPeSvbzKr9BLg1,ut1lNZRc7iAgMGH3T2CTv,3,.,2020-01-01,1
pKC0Gx5ovsZgLiZ71d9lU,uYqN4KyN04keqn3KAfn2a,3,.,2020-01-01,5
psS29pfYYDdNOq4NLHa0f,u6VqXhUs5iNWzPDArEIUn,4,.,2020-01-01,4
pqltenLQe6oD4sw542NiD,ujjvrsInqtjTnWDpvTB20,4,.,2020-01-01,2
pl1hOUXAPpC2kpJMoV6go,u9DaGnW10WMMTKdZ3WbyJ,6,.,2020-01-01,5
pauOu0YKJAEM2O51LKDxP,uqMgXWmkO6D59ds0RrIVz,5,.,2020-01-01,5
pFzbTNu6DOD3wcZQwXUiq,uQz7hK9NG0GdFcWdsm3jY,3,.,2020-01-01,3
pZcTCTC6VK7glLoLqBg3R,uHFaImy6nl8fl2ych45pb,5,.,2020-01-01,3
pYrg9L1ZGPOQyz8ZXeaOg,utwOF89p1OUEXwQTP4N0P,4,.,2020-01-01,3
polGQ7ftw64eXDY2k8OH7,uQu8gIdKTXylhPq1fIIZT,7,.,2020-01-01,3
p6Rdo3LbhzBzeQGIJVP9X,uM48mlYnUmSWBCWdMVNUD,7,.,2020-01-01,2
pMl6CIpQGREhMKos64SvW,uUb9z9k2w7JNTEGahZgi6,1,.,2020-01-01,3
peXAQvgmF3WKFW4yP07QO,uEWShvc8HSx5QNfPHePi8,3,.,2020-01-01,1
pUQC3XET94Zkqgs9rC24M,uYIlJF2C6u5U0XoUsKrty,5,.,2020-01-01,1
pBjynLaGSt19x3mmLV29C,uWORIcNDs9dYHAz4tQyWd,1,.,2020-01-01,2
pj7kdnUobuOfGAPqQFc61,u1RXolg38YWVHM3ZuQoez,5,.,2020-01-01,3
pMsJHXbXhWRvznqXg0t5D,ubRhKs5QvMtTF86iTzEKy,2,.,2020-01-01,3
pnbpaKesKIkv5RJlw8lUb,un9yNp1qDBFFsY8gObu6I,5,.,2020-01-01,4
p1JTrQoAdmN82vxNEOPYr,uYbzEN25bQayKoU2qfRBI,6,.,2020-01-01,3
pMBXNHvOsMeExWhKBGLwn,uMwRIEqbHck6o3cR8Iw2J,3,.,2020-01-01,2
pWHVHmBVnzff7nCkPJZyy,uOhbo4RwJzx2ZAkwYWnhz,1,.,2020-01-01,1
paX9jAu8Fd0XGiglTjgrA,uShvp7kn8TsYc3dBbTpgI,1,.,2020-01-01,1
p6hx5kRmMYvozUuG8w8Td,uThQoB8YbS0bxTQZlK3Fw,4,.,2020-01-01,1
pqGpipcglROaQRmuDTdvc,u9YktU4QSIVAjNx3o8tfm,2,.,2020-01-01,5
pGzabB2QDRzhuSu3Zf5m9,uCg4gDOHiqHQsmDXKaJcJ,3,.,2020-01-01,4
phrzQJ8P6B5AW7eTTss8H,uboZnxN7TNMTY3Sol26np,3,.,2020-01-01,1
pepKdfvycFV3voRjJCZ9H,uR2BWoffPstIt1x9jrLLb,3,.,2020-01-01,5
pSRtiBk7S9MmSJWu5HFMB,u3lRLg3wYIYGBg7FKXzoV,7,.,2020-01-01,5
pni5WIzJCSubKyw364bze,uxcPy0IruDEnmdOt7L90W,4,.,2020-01-01,4
pwDALRFQ1aLzPi4iyPZea,uk8uXkvdBKdcbZpCzByi5,1,.,2020-01-01,3
pxdBp2943KR12wdoK4fKq,un0kHa4qzy6ZZUTrxcvDT,4,.,2020-01-01,1
p9aqpZHEn74GG23qiwZjT,uAZQQmwBvj9197ugqmtbG,2,.,2020-01-01,4
pCYofQq2059fWArHeEGZc,uDBIxFTAxDMJp6Wc8TW3W,2,.,2020-01-01,1
p71yJLbIFE439jExP8IAL,u06Ebwr1rt46jQiTeyxBn,1,.,2020-01-01,1
p62l2NJODuN9ITlw0fR9W,uHAw2qUWod4RClqsYfgMO,7,.,2020-01-01,5
paDbc9Qn4qxGjTjK2whhl,uvdC4KBgX7kGO8Udn1azj,7,.,2020-01-01,1
pHPbEluFAkhOp7fQs9r3B,uOX5Ed6J21cK2zwx8mFjc,6,.,2020-01-01,5
pwx3aGePtn6hwjkMvp0ks,uw8xXEhoWjUhQnYSc4c8K,5,.,2020-01-01,2
pdNBe5RHE48oKdoeSDJMA,u3HyCbpM1wEuDtpXgLhVp,2,.,2020-01-01,4
pynubTM3Po1ZJgK83B1ck,u2cOk3yfbi0RHW5U5VRhu,2,.,2020-01-01,2
p3AWmYeGdGw0FYdOes8kH,ul7FbrlqA6roKi5ZJ9gyw,5,.,2020-01-01,5
pkJUzbwG83IYkS5OwAeyh,udUagraCOdOgf60MCNi8k,6,.,2020-01-01,5
pQDAJo1VmYMXQWQkCY3KL,uVbsVGia2zwKzYH59hDkg,7,.,2020-01-01,4
pcZeITrAZ5e7Fg3OXtiwg,uwALTMSHrepSGTloZ4ODs,4,.,2020-01-01,4
pLOnMPvfqXkEJ0oUKQtfg,uaxclBSIxM1fcxLFFRrud,5,.,2020-01-01,5
pFJvTI6qRe6jCf74QtzeF,ugOz0Xv3W79fvr8bovl39,4,.,2020-01-01,4
ppimfyEirFw4wYtWBXg1U,uKIMVZCNUHwTxix9E8Xs4,2,.,2020-01-01,5
p1TEJXaG4hZNioQz1jHvL,uaTTktlYrMTDOuuG96ebS,7,.,2020-01-01,2
pdM4CwRRRQsUvTSfDE5O4,uPAaoWPU6DlaGduGCMLh9,3,.,2020-01-01,4
plo5TwWmrHCBUZQAdVPuU,uFQc84Ib3DZt5xKlUZbT6,3,.,2020-01-01,1
pwFrW1lCqUTiX6nyRvpvn,uIuJcQpKQgPKcTEEWm0tD,6,.,2020-01-01,3
pXNRwrhokzVC6cte1VqmE,utJ4ReWdkC1KEDtYejIbZ,7,.,2020-01-01,1
p2Xl3Tk3uqaFLABcg68Rk,ue1hl1HxxAAo0qt60IEki,4,.,2020-01-01,2
ppBvIZsPailRLgkqHZDOb,u1KusSIcfOphZQHHuJfkq,1,.,2020-01-01,1
pHmCNxP6c0IdtoztUROm1,uOIENeWWRocmGsxteElOz,6,.,2020-01-01,5
pyiHP5OB0i3sVEFMbermU,uq1VUUHLlO5s6hEVNppQ8,4,.,2020-01-01,3
pE0n4SevhElMehy9bHPIC,u5kAtKIpTYzuel6LbrQcu,1,.,2020-01-01,3
psC0KcrMQL3udEHYa3VpV,u4uX08A5WBHmkQVgbwn5a,7,.,2020-01-01,4
pdGeE9ZyuunEsSLUi7FQz,uhKmSXPTqICj3n7Ti4k9Y,5,.,2020-01-01,4
ptaa1wPXeTPe5Uo1eHY8F,uF1Pio0wEexCanye2KbF2,2,.,2020-01-01,1
pVLyeduoGemXFa81DqzUm,uRu5VJbnPEZKBuMYlM6le,6,.,2020-01-01,5
pVINhbWOsF7nyVSLTfgR3,uqES9l8qRP1ocIFRRgopA,5,.,2020-01-01,2
pZDaYVeEFGChUrNsRGd2g,uzFsXKREBEsL4RHSE1dXQ,5,.,2020-01-01,1
p3NRhQVbx2DUt3yaWO4qS,uiT49mlze357VnAvJtX7S,5,.,2020-01-01,4
pKwXlKgWJVm798sOE2NI4,ugzfOjubYV8Y2KJKVVyqN,3,.,2020-01-01,3
pgOgwLImp278VjPXuuKk6,ueh0jY4LaLWbVmydYpWmj,7,.,2020-01-01,2
puqanS0qq0iNiQdUMVTvE,ufhz3uLMgy8HL5sjJec7n,6,.,2020-01-01,3
ppsnkbirFKrLRhq0wcLOS,u5b4wcyOUyPsxOocEYZwM,6,.,2020-01-01,4
pGqsdPzb5TN2Np8RC5Eso,uQih2DxgNlOxgJyIXIkNp,7,.,2020-01-01,5
pXLHXscx0wTUlEUt6Abih,ugdBg3awWLoTjjZ8CTQHO,4,.,2020-01-01,3
pGpBSWcYZG3QPSYKZgSHB,u1hvTpfTRqzW1tfaJ4fwr,3,.,2020-01-01,2
pxMbeCd7GGb2sIicHd4So,ufKzOS79RJnzDTZXNVspG,1,.,2020-01-01,3
poTTtXF8S0gcH3meECd9Q,udwmZYhtIEbeftdUOerz6,7,.,2020-01-01,2
psXlQMMq1tVM985KCVpWD,u4FEL1zwZRgry2wmaCXYs,4,.,2020-01-01,3
pLM4zCt1lMcxn7xhQppei,uXwpepYZSeAl69A1x6FGa,6,.,2020-01-01,4
pKxYWZ5a8qeFkzv7b2Fm7,upYhw8hLXKlfHyztJficU,7,.,2020-01-01,1
ppyJH5XjMkGM9hHDbSXMQ,uVNMl3xjX5N31MiDGJWNg,4,.,2020-01-01,4
pfJ12kzeNTnNZtEyeWq99,ujPyUgYatGAHgNuBCmEKe,2,.,2020-01-01,1
ph2w0UIDX7bxyhhaiGUCn,uqJRCuPUtqxTV5ojvemS8,2,.,2020-01-01,5
pfVCHd02cpxgiy7uBQBkt,uoIYzecTBZIKjnDRsmJoI,4,.,2020-01-01,4
pMzZrYDFYYW9zje8qNAYN,uDUaefBVJuwxUBlbmyXoS,7,.,2020-01-01,4
pg5sKnz5lDAnGHABGaumn,u0GQWXwjX1HucAFePiaj8,2,.,2020-01-01,2
pyw8DLYci3O6nes4EWCrT,ubfrEZD5qmrWNFxqOWQoo,5,.,2020-01-01,1
p2QvkpTUqLGAQb1kCk7ad,u07bxEc91uJbwmJ9JRSzp,7,.,2020-01-01,3
pAvIDZ55q6YPRD3BPMW59,u33HhtPvhri7uTeM1wOrK,1,.,2020-01-01,4
pPXhhmddkKrmdZ4feYmSG,uGzoUSzcSZXpVwRVQ217u,7,.,2020-01-01,2
p3ihVvjyonOczcnMXrdup,uJyDkTYtybhUl8JOidp3R,2,.,2020-01-01,4
pnaGIOuU6uu4ooOkxQaAq,ulwN1WFYOg0pnZn570SIs,1,.,2020-01-01,2
pLOCzj9hL2HzQ2OqxYcxf,upchPtXRPOS1wXiSaZiif,7,.,2020-01-01,3
p1Ao44atJ5ghyEvwnNqmE,u010GuyKSmwTKka9hTAJu,4,.,2020-01-01,4
pTcDtGP6XqRw66OHPQCn2,u0TzX0feSUhEOF9tgZt1M,1,.,2020-01-01,2
pL9FXGB4zyCfJ3THvjGXS,uj61GlVVTPLrdrpIQKbyU,4,.,2020-01-01,4
pYztkkj5SOq9iK1lnTgk8,usW0qBfPYN3wmORdhByzd,3,.,2020-01-01,2
pbvQNRtGDOsAAKediPdOf,u9NvuL5YFeUZjQJ9cG7HJ,1,.,2020-01-01,3
p5uvAlnTX7XRwu4KUBzzn,u3Y3KQXe7MuUk8OeiyxrO,3,.,2020-01-01,2
pkhzeV2y3gQ7WIMQBJ97u,u795IWEtgWOVzwLA0xZiK,4,.,2020-01-01,5
p0pOByO9If5gdZ2PHwTKs,uvNNbl0Ptd1leEi5RR8BO,3,.,2020-01-01,5
p82RAauh109mjEMgRX5WL,uZJINCoxAv37cxgNd1RKM,6,.,2020-01-01,1
prysdxNvmLNgaHyh0WMIB,ulLYZGOryFnNv1ihwvfUj,2,.,2020-01-01,1
p5Foj73T3ewExoziI2rsy,uPfmb6iad75NE91MN56J5,6,.,2020-01-01,3
pBTI1ozA7hpzbj1vkZwZ5,uX6I0pYoAZEz92yjbNYCV,3,.,2020-01-01,1
pBsMCIe73t5ezdNwwxA6d,uuBCv0YDLIjsy7f7lLtJI,2,.,2020-01-01,4
p9yxAwXXV8yzpH9pXxjwH,uSN8HZBW8y048oqKNbRDP,2,.,2020-01-01,3
pGyAXf4926e8CZmhVLsx5,ueQgAaJY2lkeJDhCaQ35R,5,.,2020-01-01,5
pw6IB5vxvGOuFk8RnCFnp,u63TeDhCZSEymGhruKHE2,1,.,2020-01-01,3
por98QcaqNoA2o8DeY4nM,uVBvmbPMK8WRB8UVeIRUS,5,.,2020-01-01,2
p86EXbOig7HHw1EHFA2KW,u6eOV15H8yWBOqtj5kd4k,4,.,2020-01-01,2
pLiYpmiN7C0a0itL0phjc,uwIR2SqS8lSqIcrGakesL,1,.,2020-01-01,4
pF4ux17J44PLAZzJdAClZ,uTaNiBO5Y3QOGg6zVdiNW,7,.,2020-01-01,1
pTNnkTfav2mmmbLTkHtGR,ujYA8N2FOa90k9kpgoAvp,4,.,2020-01-01,5
psZodwPmUdsQ5nTGAcQGR,uq7EXk0P43kU6lfHWpKnB,5,.,2020-01-01,4
pxcAcolBgtRaFTqEX5K0H,u32fpvAsSK4B6fGYEpSga,4,.,2020-01-01,4
p1LHMPdnjfiBlJcxsxeHp,uhGQEKJPMGkDOHtKprAVF,5,.,2020-01-01,3
pxTxINwsgkqSQcwn5gQWO,u6FiO7F84TQ93ZWRAgDdv,5,.,2020-01-01,1
pS2HBRqi8mhWf5RnEGT3B,utIexsdNweP7WykIEeio1,3,.,2020-01-01,2
p2OhNC4A7SVNEAzEXOh81,uEd3iVFQNrbcrqlQZ9YC3,3,.,2020-01-01,4
pjEt4Sf6XCJuXFQJEfHqf,uUc9odgP0gr7bkULbtoLt,2,.,2020-01-01,3
pOmovikry2EJ5hVKxkf2K,u8B0EuVggFHWWoXL9gXwY,4,.,2020-01-01,2
p81S0i47AyltNySbGK2sH,uWaIzkW6G5wEDv8PV8RdR,2,.,2020-01-01,3
pD9rp0S8kGQ9WWsCaIf1i,uWukukTlHyuipRrEfBgpx,6,.,2020-01-01,1
paW9B1VTpAIyvt3IXfstJ,uT20448vg1sdRi8uF6zfS,2,.,2020-01-01,5
p3f69vnCYwrTBQeQeR6xs,uYkH0qX0nud5CpGogyYYr,1,.,2020-01-01,5
pEPmqv7tv59qrdl2GrI1A,uUWRvN8TmO4s09ry3V8MU,5,.,2020-01-01,3
pVmH6szz5vnud8gW30tLT,uJe5xh9kj0IDbkb99hYr1,4,.,2020-01-01,1
pe2T4Kep0mKwQ2XJd60Rq,u59ix4yVgLvpfwhHzT3Jp,5,.,2020-01-01,3
pOt24fMOOnAE7OAYV0pow,uawCR4lM2dXNzQSPNriT1,2,.,2020-01-01,2
pdVjRKCq1xgDPoyfJcZMZ,umugNk6vp6jd5XQqGdLPo,5,.,2020-01-01,1
p1D1LW8yvdbQa58s42lcl,umPWNjK5jUMiEKv4Zvb4S,2,.,2020-01-01,5
p1361Q8gGDIifwC8TxjQA,uzv7fs0WW3RAj8D9hOzFa,4,.,2020-01-01,5
pjENcf8Uplb0IeqaBZ2FZ,uDJ6gw9iXoEsiQWVlYUj5,2,.,2020-01-01,1
peeFLOy3ltMSeNHRJpNnx,uZm5r0vPkxM1NVTsuvLSn,6,.,2020-01-01,5
pyBqZHC7r8iEDujV2p2kF,ubcCEyZ6tO6lMpW0njkqC,4,.,2020-01-01,4
p88rH5o5g3pTnltfkQhqE,uAKxplGDgJuoc0FsySblv,4,.,2020-01-01,5
pDY2xhwwg04cL7kyBdaz8,uitJDP1T3ECSn0jypUdXt,2,.,2020-01-01,2
prljZ2mOvC0lZWRPKPMVS,uuVnvRpmIHE05AeeafcTw,6,.,2020-01-01,5
pCLl6Lelv7YvOL0ZimsFF,uxqa2E9hND7YUqemGCuNe,4,.,2020-01-01,3
phLloe7v5x5H2nyzA4vYW,u39KFKga7J1fZrtA6b4ta,5,.,2020-01-01,2
pFcu2YcY4lJ9DGyTodbpZ,u2RJ6ARgU3CgOw6bMNKKK,4,.,2020-01-01,5
pIOMBwCsbH3HDAbYuvCeq,uSKRWybTxnYx6EgMkY30l,3,.,2020-01-01,1
pvcuWrJFwVqNwgHnAWcEI,upK7aBlSfUQoAMlqs2Xtx,7,.,2020-01-01,1
pm2sq9XVfl1LWTqDXakF9,uYTMFRYOab8g9jvjvI4DK,3,.,2020-01-01,1
pLWnr6VtRuvwdF4V9h8OZ,uSpLenWtIa309MfiQyop9,1,.,2020-01-01,2
pgbfHDSgcPMmgOK0CSsSm,uFYSiblAntRqvWTtOH2Ih,2,.,2020-01-01,2
pURKgomLICDhjb8HXrJ4u,uzve9JvXf0XcY0fJj2LlV,6,.,2020-01-01,4
pAQy1pqFuArIn1tlruDBC,udhaYlzkTL5UPm6Poci1L,3,.,2020-01-01,3
pCRhtfaX3VKsnA4cn6g9k,uvV1SGmIB4ZavTAozIb47,2,.,2020-01-01,1
p8TYEguttRQ3hQZyDuNsJ,uMphss4l0WkgwY2cruy3Z,6,.,2020-01-01,1
pJ4Yoc9yeBNsBtT2x1l0r,uCJMmqWnhuIFUBZt17ltR,1,.,2020-01-01,2
pwf5obstNKVBI3REqwaY3,usSw3b6wS5iBKk992S9Jg,5,.,2020-01-01,1
pP8lZdAHzW33UOaJO0rhQ,ur56GLFjoygD6Dc5FsG2H,3,.,2020-01-01,5
p6fRpaEKx9GqS6LyqXMS6,u0HVhROYKVdSM4DD6n7Vm,7,.,2020-01-01,5
pCDuMeI9T07MEGzsUypIT,umu9gc6JHWrHUVU2n0Bv0,5,.,2020-01-01,1
ptTdNODLX2Pw2phoWFiQf,u6SV2qPcMjtuyPbbTLYsN,4,.,2020-01-01,1
p3UaDjWqNrI24oBDBsWKG,uJkENn44kU33Uj6QR2TRR,4,.,2020-01-01,3
pX7ynODA4gAOeuLAZzmzE,uBgGs9WvHsHrGlFiT9YRA,2,.,2020-01-01,4
puar692LTA3OSKKggyFlV,u4812f2AqN1cvZcVNUj17,4,.,2020-01-01,5
pJ8uzEIUZbaQGi9y4UltZ,uHCLquiO7XgcZRXCSGe1x,5,.,2020-01-01,3
pBxzSay1NMCkigOa3DJa4,uqyMMWfYXMWvkWwCJUjQX,7,.,2020-01-01,4
prLX1KO84cmg8Gr5afr4I,uIbHLNMdUM9oRaUcwEbJG,7,.,2020-01-01,5
pZE0tHvebiOZ4GNz2ruYy,uvdiftcJn6R1EaaLhfBJg,5,.,2020-01-01,1
p5VHzSdGpDMaO3b5fQ3mX,urIui6XZJK9zi50CvsK4o,1,.,2020-01-01,1
pvb0yGT5DvfXEQyVwc93Z,uTbMHqtPqr7vy71h9d4o7,3,.,2020-01-01,1
pkbdBTcGlKHyFIWkCRqZF,u8S9HVXSi9UasLHW6MQPK,2,.,2020-01-01,5
pDdSuKfXlOdnf5JXxFchs,uwiURJadTufSHZyuvkRDO,2,.,2020-01-01,3
pMf0eeMlXiix8iznPZVuG,uXY6T2jTCPjXadWrUfc53,1,.,2020-01-01,1
paGzTAPwEmdv2O4BcaOqm,uXVtnpbs59WTtwdKCNWj8,1,.,2020-01-01,4
pBphjZkmCurFuW4KRD9s7,uziLDbP5TuPlFTDvajBpW,5,.,2020-01-01,1
phzeJJKqhjA0C7SJD9kjV,uDIGDRjn2qyH3DJ7nSWG0,4,.,2020-01-01,2
p6qoHxxZfpKsDtclHEexk,uAGvRXxVumJMVXCnvCTLF,6,.,2020-01-01,2
pA16sPFVhpo8LYSArEdMP,uF7Qn6cBhkMaYiif8SGpz,3,.,2020-01-01,5
pFFzYCafagIe78mXQVP6l,u5uPFz3BC9HZk6f0lo2mv,7,.,2020-01-01,5
peHrdKjYaIP7WF37jIJT1,uwp8t2iRE7I24ORepkpDL,1,.,2020-01-01,3
pA5cxvEAAUrz2jSgsDDOA,uxH7SX6DDbMzWZ8AAKrO7,6,.,2020-01-01,5
pAjRINPw3qlJMaInxp9DL,uZmFQi2NPDaRpUqHXPbTS,1,.,2020-01-01,2
pI7mRb0bT9p8MkWYiEwt4,ubz1rzgBPlWK1wLQYzFPF,3,.,2020-01-01,1
pJg7RUqNPtZuLKWhkSDfI,ufC0gDwVeFzVb5BLYcVRd,1,.,2020-01-01,3
p1pq97mHGilmVIbyPMtpB,uahO1wsgA2qNeX6Dx14zs,3,.,2020-01-01,3
pGjgGKQGS9PHN1ifsFrmH,uOdeeyEtl4fmuDNahiOgp,5,.,2020-01-01,5
pnraVUxaQmKi0kWBxPsME,ucD449XJMP7v8a2Zzck6q,3,.,2020-01-01,4
pLo0uS29vCM7aNlvtRs8R,ufVzqYOCrh59HIG4kP4vk,4,.,2020-01-01,5
p07PP5FXy22YdV1Vv1a0B,udV93558Sxfx3QvUgVZr0,7,.,2020-01-01,1
pjhoF94tJccut0N8PGqEr,u5QdmBEJtiemWJ6JHwLaJ,1,.,2020-01-01,1
p5Ub8bXUMBT9mpFOLN7IL,u5m8mr9lxc4bh8s1vfy3j,4,.,2020-01-01,5
pwnjTkQj5TKpQdVieORWG,uL7qOregYAA2krLvqMCQd,3,.,2020-01-01,4
pmJH1QduVfWrhGM05uT6t,uTLjYbIaI6xGLrsSqEQUU,7,.,2020-01-01,4
pOBbUUCQgTOcyEhQKTDN0,uMXxZz6jVnILpjbZWcQhy,7,.,2020-01-01,1
pGQHmpbCIOb2vC2ekkio1,ufiDdqpsEH0UkOschUDSD,5,.,2020-01-01,5
p2vWlEhg06OkTkvZByH7d,uZePReXJZ2EIccSS3nyWv,6,.,2020-01-01,3
pPP6q51QxoaD78FWrpYFK,ua8eLn7w6gQYdH2fTTO73,6,.,2020-01-01,5
pRimX9fp0BilsySPOJdgL,uXyGdQbeDCVnsfdy6RPMC,5,.,2020-01-01,3
pbitD7H7AHEOWWIceDEs8,ukfdlCMEKeTezvYowfErD,3,.,2020-01-01,2
p2Y0DhI6kB0FuR5um5Rvk,uhbtVN2MVJy4fDARR1agP,1,.,2020-01-01,4
pKPSF0aXcoIlCdPXlaV8x,u1TBdZxrPbTYBOONPL2ge,4,.,2020-01-01,4
pVysHG5cTHDVM67JTPk0i,umPgi9JEsnzjSWF3kr2to,5,.,2020-01-01,5
pvQQdfmFufiUCWc2xvOab,uDuP4zQY52deHnhBkoKAC,6,.,2020-01-01,4
pnVFKIaI3Qx4bVYdtSE7P,uQecXCWHG8ex4HK7LiRe4,7,.,2020-01-01,5
puMZVsr1dvjLYjXrngzSg,uEqbwuHEnYz9fcGT2UYbE,6,.,2020-01-01,4
pwmT7fdm1x2jGmh1MGWBU,uBDxdFuUfT8MP06QNCVoO,1,.,2020-01-01,4
pfk6qqz73A5K92run6ytx,utSRDSPuStSpmkt4pbvUd,4,.,2020-01-01,5
pTCkQJgE30YCP5YX1SIjz,uj7KehV4Yu4O6A45kcyVi,5,.,2020-01-01,1
pWwYEdb2v5gmplqU3uuLo,ub9Yt8f9bsxYObEB1iCEu,3,.,2020-01-01,3
pvvBcYFShzmBF4Ng2u8Vq,uG9H5jCipByVqZbQEtDdu,6,.,2020-01-01,2
pt8bW3pBW7S55rDON0iSF,uK1O5ALrJqYgtBBsWqI61,2,.,2020-01-01,4
ph1LFUns6DyBCMgYiUbyi,ue4P6p8ITLXBuCkJaZvVO,6,.,2020-01-01,4
pKdngpc8jwudwhZyZi86K,ug2egYvkk2GS28WhHQPic,1,.,2020-01-01,2
p2jewFdrvpGSwl5aECvPL,ufLDnbM5Pp5BzIWiIV5IP,3,.,2020-01-01,4
pHFUBPbdBAUQkVn1jRrYH,ujd8q2GDh2GM65wUXwDiG,7,.,2020-01-01,3
pyxoqsOvB4nsLNQ1K6PeU,udtLSyWjb65PiAcnvLkRJ,1,.,2020-01-01,1
p3CZv3R2sp1Zzpvn84XsB,uQC9JDYC8h98syth4gzb7,3,.,2020-01-01,5
pOEHelzh0YU2jtdnxhMJf,uxTKPxHMWerVHDNJwUfPx,2,.,2020-01-01,1
ptmWLpVUfCOT5p8v2ZNLC,uBf4S1JqIpimBvyn5HL5g,3,.,2020-01-01,5
pMKrbvcUI7CdnMeBVovUB,ueNZUzRo5klIzWa2cq72f,4,.,2020-01-01,4
piXNQApc2kIFfAG9xIk5w,uOIFwwskFAfVHJ4hq06A0,6,.,2020-01-01,4
pPIcsPc7cV5Et3HtvTWG2,utKWImvBuv9C9Picgyyc2,3,.,2020-01-01,4
pET16I8lLk2tuFpPiV3uG,u1moPN8PeMsFQ2HCeO4qv,6,.,2020-01-01,1
pw5bIOVi2D7BmyVtNvPSG,uJhQtgyCqQEnSZXCzRLin,5,.,2020-01-01,1
psRWAsIIAK9BkyaoLqYqc,uVXTsliivTeV43ZSSQpPj,2,.,2020-01-01,1
putezhc4W25V4SlmCB1iq,uPOH74LCeRc3lX0DS3oqO,4,.,2020-01-01,1
pzdExqigEBmDzv85L2CtA,ueClGWi9U3rK03EpQpZft,1,.,2020-01-01,5
