item_sno,effect_no
sgxXzzCEM5WJzvm2SjYPM,1
sgxXzzCEM5WJzvm2SjYPM,7
sgxXzzCEM5WJzvm2SjYPM,9
sgxXzzCEM5WJzvm2SjYPM,17
sh53W0ZGzR7XqmBEFPZeB,19
sh53W0ZGzR7XqmBEFPZeB,8
sh53W0ZGzR7XqmBEFPZeB,17
sh53W0ZGzR7XqmBEFPZeB,23
sCUXRnFUWzDRzQXSszjxN,6
sCUXRnFUWzDRzQXSszjxN,5
sA6ZNxCxKKxZoIHRYc1fY,8
sA6ZNxCxKKxZoIHRYc1fY,2
sA6ZNxCxKKxZoIHRYc1fY,10
sA6ZNxCxKKxZoIHRYc1fY,3
so6E7CQNtplIJvIxaSIfT,8
s3uDUUldGh7agQHS7zx3A,8
s3uDUUldGh7agQHS7zx3A,9
s3uDUUldGh7agQHS7zx3A,23
senwEeIBHe9h3XBAGlan3,19
senwEeIBHe9h3XBAGlan3,8
senwEeIBHe9h3XBAGlan3,2
sCR0dzj5VfEnUjzcVyy5e,8
sCR0dzj5VfEnUjzcVyy5e,13
sCR0dzj5VfEnUjzcVyy5e,1
sCR0dzj5VfEnUjzcVyy5e,4
scVgBznoKcGfCqJooA9Qk,19
scVgBznoKcGfCqJooA9Qk,8
scVgBznoKcGfCqJooA9Qk,22
sgORPAs5frDYNn0cfZ4vl,8
sgORPAs5frDYNn0cfZ4vl,1
sgORPAs5frDYNn0cfZ4vl,7
sgORPAs5frDYNn0cfZ4vl,9
sgORPAs5frDYNn0cfZ4vl,12
shi8EdAmXwwEFvpA2kvV9,14
semE01ND5Q6ZU1xmc0WVU,8
semE01ND5Q6ZU1xmc0WVU,9
semE01ND5Q6ZU1xmc0WVU,23
smWNfrmX7CO0z9IhahobK,8
smWNfrmX7CO0z9IhahobK,2
smWNfrmX7CO0z9IhahobK,10
smWNfrmX7CO0z9IhahobK,3
smWNfrmX7CO0z9IhahobK,27
svSLP60So3IbXwkTTs8iK,19
svSLP60So3IbXwkTTs8iK,13
svSLP60So3IbXwkTTs8iK,9
svSLP60So3IbXwkTTs8iK,17
svSLP60So3IbXwkTTs8iK,23
sWQP3DlmXLc98B6esa9GM,8
sWQP3DlmXLc98B6esa9GM,13
sWQP3DlmXLc98B6esa9GM,3
sEAEi4psf1P2shIPHI55m,19
sEAEi4psf1P2shIPHI55m,8
sF5Y0qTRN2NjU3TjP7Bzr,4
sl9lGc5lIUuw7SdFU243S,8
sl9lGc5lIUuw7SdFU243S,2
sl9lGc5lIUuw7SdFU243S,23
sv3HlD0czMqgXEP7NATsJ,19
sv3HlD0czMqgXEP7NATsJ,3
sv3HlD0czMqgXEP7NATsJ,17
sv3HlD0czMqgXEP7NATsJ,22
sv3HlD0czMqgXEP7NATsJ,23
shoPr6E1PgxOxyuo1wQqP,19
shoPr6E1PgxOxyuo1wQqP,8
shoPr6E1PgxOxyuo1wQqP,1
shoPr6E1PgxOxyuo1wQqP,3
shoPr6E1PgxOxyuo1wQqP,9
shoPr6E1PgxOxyuo1wQqP,23
sms6aVYYqmngB5bbej0pe,19
sms6aVYYqmngB5bbej0pe,8
sms6aVYYqmngB5bbej0pe,10
sxnLNfDiiVb9KiAc7JJGV,8
sxnLNfDiiVb9KiAc7JJGV,13
sxnLNfDiiVb9KiAc7JJGV,1
sxnLNfDiiVb9KiAc7JJGV,2
sxnLNfDiiVb9KiAc7JJGV,3
sxnLNfDiiVb9KiAc7JJGV,9
sxnLNfDiiVb9KiAc7JJGV,12
sxnLNfDiiVb9KiAc7JJGV,22
sxnLNfDiiVb9KiAc7JJGV,23
swNbkkxNh781160Ob1H1D,19
swNbkkxNh781160Ob1H1D,17
swNbkkxNh781160Ob1H1D,22
swNbkkxNh781160Ob1H1D,16
swNbkkxNh781160Ob1H1D,23
s4TrIeV3Qu70HEAsPhF23,8
s4TrIeV3Qu70HEAsPhF23,2
s4TrIeV3Qu70HEAsPhF23,3
s4TrIeV3Qu70HEAsPhF23,7
s4TrIeV3Qu70HEAsPhF23,9
sE2aQP9Wsi8sflurILkHK,8
sE2aQP9Wsi8sflurILkHK,3
sE2aQP9Wsi8sflurILkHK,9
sE2aQP9Wsi8sflurILkHK,23
soRuB09woUvLTcZyZ8IrD,8
soRuB09woUvLTcZyZ8IrD,4
soRuB09woUvLTcZyZ8IrD,7
soRuB09woUvLTcZyZ8IrD,9
soRuB09woUvLTcZyZ8IrD,5
stQB78LqKgmN6EQBlPrf4,8
s7bWNavt1ffKmdTgs65I2,8
s7bWNavt1ffKmdTgs65I2,2
s7bWNavt1ffKmdTgs65I2,3
s7bWNavt1ffKmdTgs65I2,6
sENUUfzJJpHYj4PdbK9Sb,8
sENUUfzJJpHYj4PdbK9Sb,17
sENUUfzJJpHYj4PdbK9Sb,23
sN6oBrAZxmE8oCWn4hWfj,19
sN6oBrAZxmE8oCWn4hWfj,8
sN6oBrAZxmE8oCWn4hWfj,3
sN6oBrAZxmE8oCWn4hWfj,9
s5zE7jr9BkxYYlECcEcib,19
s5zE7jr9BkxYYlECcEcib,2
s5zE7jr9BkxYYlECcEcib,17
s5zE7jr9BkxYYlECcEcib,22
s5zE7jr9BkxYYlECcEcib,23
sBooEQKYglLwKpO2I01fZ,8
sBooEQKYglLwKpO2I01fZ,13
sBooEQKYglLwKpO2I01fZ,1
sBooEQKYglLwKpO2I01fZ,2
sBooEQKYglLwKpO2I01fZ,3
sBooEQKYglLwKpO2I01fZ,4
sBooEQKYglLwKpO2I01fZ,9
sBooEQKYglLwKpO2I01fZ,17
sGqxXmuNEggBle9fw1BDd,8
sGqxXmuNEggBle9fw1BDd,10
sGqxXmuNEggBle9fw1BDd,12
s7sEX5i2YqPpAGO0XR1mY,8
s7sEX5i2YqPpAGO0XR1mY,2
s7sEX5i2YqPpAGO0XR1mY,9
sqbEqReE1lyMuU8Y01euK,8
sqbEqReE1lyMuU8Y01euK,17
syulwhgn8a99dmqKWQ40i,2
syulwhgn8a99dmqKWQ40i,10
syulwhgn8a99dmqKWQ40i,3
syulwhgn8a99dmqKWQ40i,12
s3ZrbnVWmeVH8hC085mPB,8
s3ZrbnVWmeVH8hC085mPB,3
s3ZrbnVWmeVH8hC085mPB,9
s3ZrbnVWmeVH8hC085mPB,12
soSEO0IYyCsFLpVOhMeHq,8
soSEO0IYyCsFLpVOhMeHq,10
soSEO0IYyCsFLpVOhMeHq,3
s0M6t9EOQdfTXdguHffEF,19
s0M6t9EOQdfTXdguHffEF,3
s0M6t9EOQdfTXdguHffEF,9
s0M6t9EOQdfTXdguHffEF,23
sByCWtt113oopSeWQU4MD,10
sByCWtt113oopSeWQU4MD,3
sByCWtt113oopSeWQU4MD,6
sByCWtt113oopSeWQU4MD,9
sByCWtt113oopSeWQU4MD,12
seCzF0fZ912nuGYQXSkAR,19
seCzF0fZ912nuGYQXSkAR,9
seCzF0fZ912nuGYQXSkAR,17
seCzF0fZ912nuGYQXSkAR,22
seCzF0fZ912nuGYQXSkAR,23
s2FJ4NunJksX9CYLrxoeN,8
s2FJ4NunJksX9CYLrxoeN,10
s2FJ4NunJksX9CYLrxoeN,3
s2FJ4NunJksX9CYLrxoeN,16
sDtt0XMV7xHmJR1vosnXo,14
sDtt0XMV7xHmJR1vosnXo,10
sDtt0XMV7xHmJR1vosnXo,3
sXHSy3kf1X2VCC8k9D1vK,8
s3jpHZuhj3JFGJrZcqROL,19
s3jpHZuhj3JFGJrZcqROL,8
s3jpHZuhj3JFGJrZcqROL,17
s3jpHZuhj3JFGJrZcqROL,22
s3jpHZuhj3JFGJrZcqROL,23
s3pUPyYny1nDiuFrB5irg,19
s3pUPyYny1nDiuFrB5irg,14
s3pUPyYny1nDiuFrB5irg,23
